Local time,Open,High,Low,Close,Volume
29.04.2018 04:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 05:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 06:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 07:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 08:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 09:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 10:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 11:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 12:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 13:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 14:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 15:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 16:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 17:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 18:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 19:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 20:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 21:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 22:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
29.04.2018 23:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
30.04.2018 00:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
30.04.2018 01:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
30.04.2018 02:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
30.04.2018 03:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
30.04.2018 04:00:00.000 GMT+0800,109.045,109.045,109.045,109.045,0
30.04.2018 05:00:00.000 GMT+0800,109.057,109.089,109.017,109.080,341.74
30.04.2018 06:00:00.000 GMT+0800,109.080,109.161,109.077,109.143,2782.6399
30.04.2018 07:00:00.000 GMT+0800,109.143,109.179,109.093,109.094,1528.16
30.04.2018 08:00:00.000 GMT+0800,109.093,109.105,109.020,109.074,2891
30.04.2018 09:00:00.000 GMT+0800,109.073,109.126,109.060,109.088,3092
30.04.2018 10:00:00.000 GMT+0800,109.089,109.133,109.068,109.120,2375.6001
30.04.2018 11:00:00.000 GMT+0800,109.121,109.151,109.101,109.134,1477
30.04.2018 12:00:00.000 GMT+0800,109.134,109.156,109.124,109.138,1114.75
30.04.2018 13:00:00.000 GMT+0800,109.137,109.164,109.129,109.142,1792.3199
30.04.2018 14:00:00.000 GMT+0800,109.143,109.211,109.140,109.197,4923.4502
30.04.2018 15:00:00.000 GMT+0800,109.196,109.262,109.187,109.248,4415.4502
30.04.2018 16:00:00.000 GMT+0800,109.248,109.328,109.241,109.308,3969.99
30.04.2018 17:00:00.000 GMT+0800,109.307,109.326,109.242,109.250,3986.8899
30.04.2018 18:00:00.000 GMT+0800,109.250,109.305,109.231,109.266,3933.77
30.04.2018 19:00:00.000 GMT+0800,109.268,109.407,109.264,109.368,3882.8899
30.04.2018 20:00:00.000 GMT+0800,109.370,109.429,109.297,109.321,5310.6401
30.04.2018 21:00:00.000 GMT+0800,109.321,109.415,109.284,109.370,5551.3301
30.04.2018 22:00:00.000 GMT+0800,109.370,109.452,109.299,109.431,7438.5801
30.04.2018 23:00:00.000 GMT+0800,109.431,109.440,109.246,109.286,7256.7798
